chr	start	stop
NDUFA11	chr19	5891276	5904006
CLPP	chr19	6361531	6370242
ALKBH7	chr19	6372794	6375250
C3	chr19	6677704	6730562
GPR108	chr19	6729914	6737603
INSR	chr19	7112255	7294414
PET100	chr19	7629793	7631956
TIMM44	chr19	7926718	7943667
ELAVL1	chr19	7958573	8005659
CERS4	chr19	8206736	8262421
CD320	chr19	8302127	8308358
RPS28	chr19	8321158	8323340
KANK3	chr19	8322584	8343262
ANGPTL4	chr19	8363289	8374370
RAB11B	chr19	8389981	8404434
HNRNPM	chr19	8444767	8489114
UBL5	chr19	9827892	9830115
PIN1	chr19	9835257	9849689
EIF3G	chr19	10115014	10119918
DNMT1	chr19	10133345	10231286
MRPL4	chr19	10251901	10260055
ICAM1	chr19	10271093	10286615
ICAM3	chr19	10333776	10339661
CDC37	chr19	10391133	10420121
SLC44A2	chr19	10602457	10644557
ILF3	chr19	10654261	10692417
SMARCA4	chr19	10960932	11079426
LDLR	chr19	11089462	11133820
KANK2	chr19	11164267	11197791
DOCK6	chr19	11199295	11262524
TMEM205	chr19	11342776	11346518
PRKCSH	chr19	11435288	11450968
ELOF1	chr19	11551147	11559236
ACP5	chr19	11574660	11579008
WDR83OS	chr19	12668073	12669415
HOOK2	chr19	12763003	12872740
JUNB	chr19	12791486	12793315
PRDX2	chr19	12796820	12801800
CALR	chr19	12938578	12944489
RAD23A	chr19	12945855	12953642
GADD45GIP1	chr19	12953119	12957223
IER2	chr19	13150411	13154911
C19orf53	chr19	13774456	13778773
MIR24-2	chr19	13836287	13836359
PRKACA	chr19	14091688	14118084
DNAJB1	chr19	14514769	14529770
TECR	chr19	14517085	14565980
NDUFB7	chr19	14566078	14572066
ILVBL	chr19	15114984	15125786
NOTCH3	chr19	15159038	15200995
BRD4	chr19	15235519	15332545
AKAP8L	chr19	15380050	15419141
PGLYRP2	chr19	15468645	15498956
CYP4F3	chr19	15640897	15662825
CYP4F11	chr19	15912367	15934867
TPM4	chr19	16067021	16103002
RAB8A	chr19	16111889	16134234
FAM32A	chr19	16185380	16192046
AP1M1	chr19	16197854	16245906
KLF2	chr19	16324826	16328685
CHERP	chr19	16517894	16542437
SMIM7	chr19	16630751	16660442
MYO9B	chr19	17075781	17214537
USE1	chr19	17215346	17219829
OCEL1	chr19	17226213	17229219
NR2F6	chr19	17231883	17245940
BABAM1	chr19	17267376	17281249
MRPL34	chr19	17292609	17306843
DDA1	chr19	17309518	17323298
PLVAP	chr19	17351450	17377342
BST2	chr19	17402939	17405630
MVB12A	chr19	17405722	17433724
PGLS	chr19	17511636	17521288
RPL18A	chr19	17859910	17864153
CCDC124	chr19	17933015	17943991
ARRDC2	chr19	18001132	18014102
JUND	chr19	18279694	18281622
LSM4	chr19	18306236	18323112
PGPEP1	chr19	18340598	18369950
GDF15	chr19	18374731	18389176
SSBP4	chr19	18418864	18434562
FKBP8	chr19	18531751	18544077
KXD1	chr19	18557762	18569387
UBA52	chr19	18571730	18577550
COPE	chr19	18899514	18919387
DDX49	chr19	18919705	18929189
SUGP2	chr19	18990888	19034023
RFXANK	chr19	19192229	19201869
NDUFA13	chr19	19515736	19529054
ZNF91	chr19	23304991	23395471
RPSAP58	chr19	23827162	23828049
UQCRFS1	chr19	29205320	29213151
POP4	chr19	29606283	29617237
PDCD5	chr19	32581190	32587453
CEBPA	chr19	33299934	33302534
CEBPG	chr19	33373685	33382686
PEPD	chr19	33386950	33521791
LSM14A	chr19	34172504	34229515
GPI	chr19	34359480	34402413
UBA2	chr19	34428352	34471251
GRAMD1A	chr19	34994784	35026471
HPN	chr19	35040506	35066571
FXYD1	chr19	35138824	35143109
FXYD5	chr19	35154730	35169881
LSR	chr19	35248330	35267964
USF2	chr19	35268962	35279821
HAMP	chr19	35280716	35285143
TMEM147	chr19	35545600	35547526
RBM42	chr19	35629030	35637686
COX6B1	chr19	35648323	35658782
PSENEN	chr19	35745600	35747519
PRODH2	chr19	35799988	35813299
HCST	chr19	35902529	35904377
TYROBP	chr19	35904401	35908295
POLR2I	chr19	36113709	36115213
TBCB	chr19	36114289	36125947
CAPNS1	chr19	36139953	36150353
COX7A1	chr19	36150922	36152449
PPP1R14A	chr19	38251237	38256532
YIF1B	chr19	38303558	38317273
PSMD8	chr19	38374536	38383824
EIF3K	chr19	38619082	38636955
ACTN4	chr19	38647649	38731589
LGALS4	chr19	38801671	38812945
ECH1	chr19	38815422	38831841
HNRNPL	chr19	38836388	38852347
SIRT2	chr19	38878555	38899862
MRPS12	chr19	38930548	38933162
GMFG	chr19	39328353	39342372
SAMD4B	chr19	39342396	39385710
MED29	chr19	39391303	39400641
ZFP36	chr19	39406847	39409412
RPS16	chr19	39433137	39435949
SUPT5H	chr19	39436156	39476670
TIMM50	chr19	39480412	39493785
FBL	chr19	39834458	39846379
PSMC4	chr19	39971165	39981764
AKT2	chr19	40230317	40285536
PLD3	chr19	40348456	40380439
SERTAD1	chr19	40421589	40425992
BLVRB	chr19	40447765	40465764
SNRPA	chr19	40750637	40765389
EGLN2	chr19	40798996	40808434
CYP2A6	chr19	40843541	40850447
HNRNPUL1	chr19	41262496	41307787
TGFB1	chr19	41301587	41353922
EXOSC5	chr19	41386374	41397359
AC011526.1	chr19	41442102	41442392
RPS19	chr19	41860255	41872925
RABAC1	chr19	41956681	41959321
DEDD2	chr19	42198598	42220140
ERF	chr19	42247569	42255128
PAFAH1B3	chr19	42297033	42303546
ETHE1	chr19	43506719	43527230
ZNF428	chr19	43607224	43619629
PLAUR	chr19	43646095	43670547
BCL3	chr19	44747705	44760044
BCAM	chr19	44809071	44821421
TOMM40	chr19	44890569	44903689
APOE	chr19	44905791	44909393
APOC1	chr19	44914247	44919349
APOC2	chr19	44946035	44949565
CLPTM1	chr19	44954585	44993341
RELB	chr19	45001449	45038198
TRAPPC6A	chr19	45162928	45178237
ERCC1	chr19	45407334	45478828
FOSB	chr19	45467995	45475179
RTN2	chr19	45485294	45497055
VASP	chr19	45506579	45526983
SNRPD2	chr19	45687454	45692569
SYMPK	chr19	45815410	45863194
FOXA3	chr19	45863989	45873797
CALM3	chr19	46601074	46610782
AP2S1	chr19	46838136	46850846
TMEM160	chr19	47045909	47048624
NAPA	chr19	47487637	47515091
EHD2	chr19	47713422	47743134
SULT2A1	chr19	47870467	47886315
CARD8	chr19	48180770	48255946
EMP3	chr19	48321509	48330553
KDELR1	chr19	48382575	48391551
CYTH2	chr19	48469208	48482314
RPL18	chr19	48615328	48619184
RASIP1	chr19	48720585	48740610
PPP1R15A	chr19	48872421	48876058
NUCB1	chr19	48900312	48923372
BAX	chr19	48954815	48961798
FTL	chr19	48965309	48966879
RUVBL2	chr19	48993562	49015970
SNRNP70	chr19	49085419	49108605
TRPM4	chr19	49157741	49211836
PIH1D1	chr19	49446298	49453497
RPL13A	chr19	49487554	49492308
RPS11	chr19	49496365	49499708
FCGRT	chr19	49506816	49526428
NOSIP	chr19	49555468	49590262
RRAS	chr19	49635292	49640143
IRF3	chr19	49659569	49665875
PRMT1	chr19	49675786	49689029
PTOV1	chr19	49850735	49860744
AKT1S1	chr19	49869033	49878459
NUP62	chr19	49906825	49929763
ATF5	chr19	49928702	49933935
NR1H2	chr19	50329653	50383388
EMC10	chr19	50476400	50490871
JOSD2	chr19	50505998	50511220
ASPDH	chr19	50511600	50514690
CLEC11A	chr19	50723364	50725718
C19orf48	chr19	50797704	50804929
ETFB	chr19	51345169	51366388
NKG7	chr19	51371606	51372701
PPP2R1A	chr19	52190048	52229518
ZNF331	chr19	53519527	53580269
MYADM	chr19	53864763	53876435
NDUFA3	chr19	54102728	54109257
PRPF31	chr19	54115410	54131719
MBOAT7	chr19	54173412	54189882
TSEN34	chr19	54189938	54194536
RPS9	chr19	54200809	54249003
LENG8	chr19	54448887	54462037
HSPBP1	chr19	55262223	55280381
RPL28	chr19	55385932	55403250
UBE2S	chr19	55399745	55407788
ISOC2	chr19	55452985	55462343
U2AF2	chr19	55654146	55674716
EPN1	chr19	55675226	55709858
AC010642.1	chr19	58319277	58320489
A1BG	chr19	58345178	58353492
RPS5	chr19	58386400	58394806
SLC27A5	chr19	58479512	58512413
TRIM28	chr19	58544064	58550722
CHMP2A	chr19	58551566	58555105
UBE2M	chr19	58555712	58558954
RBCK1	chr20	407498	432139
CSNK2A1	chr20	472498	543835
PSMF1	chr20	1113240	1189415
FKBP1A	chr20	1368978	1393172
NSFL1C	chr20	1442162	1473842
SNRPB	chr20	2461634	2470853
NOP56	chr20	2652593	2658393
IDH3B	chr20	2658395	2664219
PTPRA	chr20	2864184	3039076
MRPS26	chr20	3046052	3048250
DDRGK1	chr20	3190350	3204685
ITPA	chr20	3208868	3223870
ATRN	chr20	3471018	3651118
C20orf27	chr20	3753508	3767781
PRNP	chr20	4686350	4701590
TMEM230	chr20	5068232	5113103
CDS2	chr20	5126879	5197887
CRLS1	chr20	6006093	6040053
HAO1	chr20	7882985	7940458
TMX4	chr20	7977346	8019805
PLCB1	chr20	8077251	8968360
MKKS	chr20	10401009	10434222
JAG1	chr20	10637684	10673999
ESF1	chr20	13714322	13784886
SNRPB2	chr20	16729961	16742564
DSTN	chr20	17570075	17609919
RRBP1	chr20	17613678	17682295
SNX5	chr20	17941597	17968980
PET117	chr20	18137863	18143169
DTD1	chr20	18587942	18766644
NAA20	chr20	20017310	20033655
RALGAPA2	chr20	20389530	20712644
XRN2	chr20	21303331	21389825
LINC00261	chr20	22547671	22578642
FOXA2	chr20	22581005	22585455
THBD	chr20	23045633	23049672
CD93	chr20	23079360	23086324
NXT1	chr20	23350791	23354771
CST3	chr20	23626706	23638473
APMAP	chr20	24962925	24992751
ABHD12	chr20	25294742	25390835
HM13	chr20	31514410	31577923
ID1	chr20	31605283	31606515
BCL2L1	chr20	31664452	31723989
KIF3B	chr20	32277651	32335011
ASXL1	chr20	32358330	32439319
COMMD7	chr20	32702691	32743997
MAPRE1	chr20	32819954	32850405
CHMP4B	chr20	33811348	33854366
RALY	chr20	33993646	34108308
EIF2S2	chr20	34088309	34112243
AHCY	chr20	34280268	34311802
DYNLRB1	chr20	34516409	34540958
MAP1LC3A	chr20	34546854	34560345
TP53INP2	chr20	34704339	34713439
GSS	chr20	34928432	34956027
EIF6	chr20	35278907	35284985
ERGIC3	chr20	35542038	35557634
CPNE1	chr20	35626031	35664956
ROMO1	chr20	35699272	35700984
RBM39	chr20	35701347	35742312
PHF20	chr20	35771974	35950370
SCAND1	chr20	35953617	35959472
MYL9	chr20	36541497	36551447
SAMHD1	chr20	36890229	36951843
RPN2	chr20	37178410	37241619
MANBAL	chr20	37289638	37317260
BLCAP	chr20	37492472	37527931
CTNNBL1	chr20	37693955	37872129
TGM2	chr20	38127385	38166578
LBP	chr20	38346482	38377013
MAFB	chr20	40685848	40689236
TOP1	chr20	41028822	41124487
CHD6	chr20	41402083	41618384
SRSF6	chr20	43457893	43466046
OSER1	chr20	44195939	44210771
HNF4A	chr20	44355700	44434596
SERINC3	chr20	44496221	44522085
PKIG	chr20	44531785	44624247
YWHAB	chr20	44885702	44908532
STK4	chr20	44966479	45080021
SLPI	chr20	45252239	45254564
SDC4	chr20	45325288	45348424
PIGT	chr20	45416084	45456934
DNTTIP1	chr20	45791954	45811427
CTSA	chr20	45890144	45898820
CD40	chr20	46118278	46129863
SLC35C2	chr20	46345980	46364458
NCOA3	chr20	47501887	47656877
SULF2	chr20	47656348	47786616
PREX1	chr20	48624252	48827999
CSE1L	chr20	49046246	49096960
STAU1	chr20	49113339	49188367
DDX27	chr20	49219295	49244077
ZNFX1	chr20	49237946	49278426
ZFAS1	chr20	49278178	49299600
B4GALT5	chr20	49632945	49713878
RNF114	chr20	49936336	49953885
SNAI1	chr20	49982980	49988886
CEBPB	chr20	50190830	50192668
PTPN1	chr20	50510321	50585241
ADNP	chr20	50888916	50931437
DPM1	chr20	50934867	50958555
TSHZ2	chr20	52972358	53495330
PFDN4	chr20	54208087	54228052
FAM210B	chr20	56358974	56368663
PCK1	chr20	57561080	57568121
PMEPA1	chr20	57648392	57711536
STX16	chr20	58651253	58679526
GNAS	chr20	58839718	58911192
CTSZ	chr20	58995185	59007254
PSMA7	chr20	62136733	62143440
MTG2	chr20	62183029	62203568
ADRM1	chr20	62302093	62308862
RPS21	chr20	62387103	62388520
OGFR	chr20	62804835	62814000
GID8	chr20	62938147	62948475
PPDPF	chr20	63520765	63522206
ARFRP1	chr20	63698642	63708025
SLC2A4RG	chr20	63739776	63744050
TPD52L2	chr20	63865228	63891545
PRPF6	chr20	63981132	64033100
SOX18	chr20	64047582	64049639
TCEA2	chr20	64049836	64072347
PCMTD2	chr20	64255695	64287821
NRIP1	chr21	14961235	15065936
CXADR	chr21	17513043	17593579
BTG3	chr21	17593653	17612945
JAM2	chr21	25639258	25717562
APP	chr21	25880550	26171128
CYYR1	chr21	26466209	26573286
ADAMTS1	chr21	26835755	26845409
USP16	chr21	29024629	29054488
CCT8	chr21	29055805	29073797
SOD1	chr21	31659666	31668931
IFNAR2	chr21	33229901	33265675
IL10RB	chr21	33266367	33310187
IFNAR1	chr21	33324429	33359864
IFNGR2	chr21	33403413	33479348
TMEM50B	chr21	33432485	33479974
SON	chr21	33543038	33577481
ITSN1	chr21	33642400	33899861
MRPS6	chr21	34073224	34143034
CBR1	chr21	36069941	36073166
PIGP	chr21	37059170	37073170
TTC3	chr21	37073226	37203112
ERG	chr21	38380027	38661780
ETS2	chr21	38805183	38824955
BRWD1	chr21	39184176	39321559
HMGN1	chr21	39342315	39349647
MX1	chr21	41420304	41459214
TFF3	chr21	42311667	42315651
NDUFV3	chr21	42879644	42913304
U2AF1	chr21	43092956	43107570
SIK1	chr21	43414483	43427131
PDXK	chr21	43719094	43762307
CSTB	chr21	43772511	43776330
PFKL	chr21	44300051	44327376
UBE2G2	chr21	44768580	44801826
SUMO3	chr21	44805617	44818779
PTTG1IP	chr21	44849585	44873903
FAM207A	chr21	44940012	44976989
COL18A1	chr21	45405165	45513720
COL6A1	chr21	45981769	46005050
COL6A2	chr21	46098112	46132848
FTCD	chr21	46136262	46155579
YBEY	chr21	46286342	46297751
PRMT2	chr21	46635595	46665124
ATP6V1E1	chr22	17592136	17628749
BID	chr22	17734138	17774770
SLC25A1	chr22	19175581	19178739
C22orf39	chr22	19351368	19448232
MRPL40	chr22	19431902	19436075
CLDN5	chr22	19523024	19527545
COMT	chr22	19941733	19969975
RANBP1	chr22	20115938	20127355
DGCR6L	chr22	20314238	20320080
SERPIND1	chr22	20774113	20787720
SNAP29	chr22	20859007	20891214
UBE2L3	chr22	21549447	21624034
SDF2L1	chr22	21642302	21644299
MAPK1	chr22	21759657	21867680
IGLL5	chr22	22887780	22896111
CHCHD10	chr22	23765834	23767972
SMARCB1	chr22	23786931	23838009
MIF	chr22	23894383	23895227
DDT	chr22	23971365	23979828
UPB1	chr22	24494107	24528390
GUCD1	chr22	24540423	24555935
SNRPD3	chr22	24555958	24582052
KIAA1671	chr22	24952730	25197448
TPST2	chr22	26521996	26596717
PITPNB	chr22	27851669	27920134
CCDC117	chr22	28772674	28789301
XBP1	chr22	28794555	28800597
EWSR1	chr22	29268009	29300525
NIPSNAP1	chr22	29554808	29581327
UQCR10	chr22	29767369	29770413
SF3A1	chr22	30331988	30356919
SEC14L2	chr22	30396941	30425303
TUG1	chr22	30969245	30979395
SMTN	chr22	31064105	31104757
DRG1	chr22	31399604	31530634
YWHAH	chr22	31944522	31957603
RTCB	chr22	32387582	32412248
FBXO7	chr22	32474676	32498829
TIMP3	chr22	32801705	32863041
HMGXB4	chr22	35257452	35295807
APOL6	chr22	35648446	35668404
RBFOX2	chr22	35738736	36028824
APOL3	chr22	36140330	36166177
APOL1	chr22	36253071	36267530
MYH9	chr22	36281280	36387967
TXN2	chr22	36467046	36481640
EIF3D	chr22	36510855	36529184
IFT27	chr22	36758202	36776256
TST	chr22	37010859	37020183
MPST	chr22	37019635	37029822
TMPRSS6	chr22	37065436	37109713
CDC42EP1	chr22	37560480	37569405
GGA1	chr22	37608725	37633564
LGALS1	chr22	37675636	37679802
TRIOBP	chr22	37697048	37776556
EIF3L	chr22	37848868	37889407
POLR2F	chr22	37952607	38041915
MAFF	chr22	38200767	38216507
CSNK1E	chr22	38290691	38318084
DDX17	chr22	38483438	38507660
TOMM22	chr22	38681957	38685421
JOSD1	chr22	38685543	38701556
SUN2	chr22	38734725	38794143
RPL3	chr22	39312882	39320389
ATF4	chr22	39519672	39522683
RPS19BP1	chr22	39529093	39532761
TNRC6B	chr22	40044817	40335808
ADSL	chr22	40346500	40390463
ST13	chr22	40824535	40856639
RBX1	chr22	40951347	40973309
RANGAP1	chr22	41244779	41286187
TOB2	chr22	41433494	41446801
PHF5A	chr22	41459717	41468692
ACO2	chr22	41469117	41528989
PMM1	chr22	41576900	41589871
DESI1	chr22	41598028	41621043
XRCC6	chr22	41621163	41664048
SREBF2	chr22	41833079	41907307
SMDT1	chr22	42079691	42084284
NDUFA6	chr22	42085526	42090884
CYP2D6	chr22	42126499	42130881
RRP7A	chr22	42508344	42519796
CYB5R3	chr22	42617840	42649392
ARFGAP3	chr22	42796502	42858106
TSPO	chr22	43151547	43163242
SAMM50	chr22	43955442	44010531
NUP50	chr22	45163925	45188017
ATXN10	chr22	45671798	45845307
PPARA	chr22	46150521	46243756
TTC38	chr22	46267961	46294008
CRELD2	chr22	49918167	49927540
PIM3	chr22	49960768	49964072
PLXNB2	chr22	50274979	50307646
PPP6R2	chr22	50343304	50445090
TYMP	chr22	50525752	50530032
ODF3B	chr22	50529710	50532580
